node_id,graph_view,node_type,degree_total,weighted_degree
warehouse_measurement:measurement:synnetqos_m_00027755:f76c93e37271,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027722:3ce3b01e21fd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027715:6af0dfb1ddad,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027716:80afcdf3f7c5,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027804:8beb1a394845,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027717:098e6dc907bf,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027718:bea4320b963e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027719:ba230e0ecb91,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044583:385eb85215d1,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044582:6d0302053102,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027723:07fc040f8ca3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027734:b1ebc60496b0,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027724:eb20a0d4a5ba,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027725:9fedbc32c6b5,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027726:031e232b30d8,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027727:babc18c8e138,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027728:5aba8d336a44,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027729:a7884e6fd100,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027732:efcd83fa32b4,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027733:1944e3345fe9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027754:7ea0700c34b3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027756:685b8010f80b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027634:64049feb53eb,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044569:1de36162ac40,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027782:8fce806006de,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027783:41e28f988a72,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027784:e1119954557e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027785:438c540bea49,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027786:88a66a97876b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027787:b4f17d48adbc,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027788:0b92db633827,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027789:9b0333a26502,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044568:a2b01280820b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027778:ea894ce4fea2,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027792:b89f97f3f5c4,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027793:c707d91f4cf5,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027794:9200e5097f26,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027795:53916716dcf4,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027796:d0a0e8d39fe7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027797:e46561fc564a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027798:7dc142d8f2b4,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027799:aaaca7c98a4e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027779:0e78387922d7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027777:f461687f287a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027757:f1cd9531a385,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027766:41ad3a6e6ebd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027758:caa0c60be76e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027759:89b5d0b4e03c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044575:efa464a11f65,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044574:93c90dbb2d01,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027762:0cb3b65a3a70,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027763:ced6d5bbef2f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027764:8d7ae1cc942f,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027765:5448ac733aaf,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027767:4caeca984e10,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027776:c2fa262ca1f8,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027768:b8f58e8e96f8,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027769:bf5cd76f832d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044573:dec8ebbd49dd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044572:7d2336cf9d63,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027772:fb77fee4199c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027773:ef507739aee7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027774:d66d9a6aa178,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027775:a3252daa4baa,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027714:086d455e8984,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027713:f7da25752911,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027712:d622459e4b49,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044594:c2ae80dc2808,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027654:e6cc8cc10197,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027655:d3618877c779,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027656:67997e2e216d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027515:ecd226489433,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027657:2e41086ee1ef,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027658:eaf151b20298,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027659:e503caf93092,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00000002:cf9a09e15ef9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027662:45e564996c29,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027652:a5156b5feb32,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027663:20d5151d6e73,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027664:443cd0731fcc,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027665:74ce81bc9784,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027666:65b2081baacc,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027667:ec449b9207ad,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027668:7dd79992b375,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027669:232cbeec23ac,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044593:e929b4b66678,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027653:0e68bf30fc1e,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044595:81b092e989c6,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044584:93f7b5ad10bd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027642:8039e56aa13d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027635:be9c39e96171,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027636:5e09739268dd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027637:b86ebbe28de9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027638:1e1bb4aec6c3,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027812:474af59ae07d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027639:f092e2bbcafd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044598:54eb0638181b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044597:59c659f5a6c6,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027643:27bc7551bdf1,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044565:e50f1c458509,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027644:6e237708c16d,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027645:d9126d1f23c7,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027646:d906b603eabb,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044567:24b50eb6ac03,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027648:dba5d6df1cbd,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027649:71d3a502f717,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044596:f8fc38d44bdf,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044564:5dee1aecbc8a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044592:30664138205a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027672:1ee713d41aed,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027673:fd82801c061a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027702:77790888041b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027696:c0b2be70f794,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027697:060c799af113,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027698:20fb50a4b1b4,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027699:491a1a3c49eb,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044587:c4be58baafa9,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027807:eb3010375757,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027806:cdfbc9f15d29,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044586:19174572972c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027703:c782c49d769c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027674:47a5e2812d7c,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027704:44262d05891b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027705:a428c37e7108,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027706:18dbaf79eacf,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027707:4f0739b3cf1b,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027708:4aa88ceb5748,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027805:6c2b9256c1c6,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027709:1b4f3ab07c50,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00044585:7e9e0ffa134a,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027695:21b699978cea,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027694:19ec4a61f3ad,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027693:a4fd48353de1,warehouse_measurement,measurement,14,14.0
warehouse_measurement:measurement:synnetqos_m_00027692:cacd5eb94bef,warehouse_measurement,measurement,14,14.0
